칠리새우ㅣ쉬림프 박스 만들기,2인분,30분 이내,아무나,6881815,메인반찬,볶음,도시락,칵테일 새우%해물류%1컵(종이컵)&다진마늘%기타%1스푼&버터%기타%1조각&식용유%기타%2스푼&케찹%기타%2스푼&고추가루%기타%1스푼&설탕%기타%1스푼&간장%기타%1스푼&식초%기타%1스푼&물%기타%약간&,냉동새우는 물에 넣고 해동시켜주세요%<p class=step_add add_tip2>새우꼬리부분은 취향에 따라 제거해주세요 !</p>%칠리 소스 재료들을 모두 넣고 섞어주세요%팬에 식용유를 두르고 다진 마늘을 낮은 불에서 살짝 볶아주세요%마늘이 살짝 익을 때쯤 해동된 새우를 넣고 후추로 살짝 뿌려주세요%새우가 익어가면 소스를 넣고 소스와 새우가 함께 잘 버무려지게끔 물을 살짝 넣고 섞어주세요%마무리로 버터를 한조각 넣고 섞어주세요%밥을 준비해주세요%밥 위에 칠리새우를 올려주시면 완성입니다 !
비엔나 만두 강정,2인분,15분 이내,아무나,6877253,면/만두,볶음,초스피드,비엔나소세지 작은거%가공식품%1봉&물%기타%1T&간장%기타%1T&고추장%기타%2T&케찹%기타%2T&올리고당%기타%1.5T&다진마늘%기타%1t&참기름%기타%약간&깨%기타%약간&,만두는 기름을 두룬 팬에 노릇하게 구워줍니다.%비엔나 소세지에 원하는 모양대로 칼집을 내고 팬에 볶아줍니다. 양파가 있다면 같이 볶아줘도 좋아요:)%비엔나가 어느정도 구워지면 만두를 같이 넣어줍니다.%양념장을 넣고 양념이 고루 베이도록 잘 섞어줍니다.%양념이 어느정도 베이면 위에 통깨를 뿌려 마무리합니다.%간식이나 술안주 밑반찬으로 먹기 좋은 비엔나만두강정 완성!
초간단 럭셔리요리@ 매콤참치퀘사디아,2인분,5분 이내,아무나,6846168,빵,굽기,초스피드,또띠아%밀가루%2장&참치캔%가공식품%1개&치즈%달걀/유제품%취향껏&양파%채소류%0.5개&청양고추%기타%1개&토마토소스%기타%4T&,참치캔 햄 양파 치즈(취향대로) 토마토소스 또띠아를 준비하고 추가로 느끼함을 잡아주고 매콤함을 더해주기위해 청양고추도 준비합니다.%또띠아 한쪽면에 토마토소스를 2T덜어 바르고 캔참치의 기름기를 최소화하여 올려줍니다%그 위로 양파올리고%햄올리고%청양고추는 잘게썰어 고루 분포시켜 올리고 본인이 좋아하는 재료 더 추가합니다.%다른 또띠아의 한면에도 토마토소스를 2T 발라줍니다%기존에 재료쌓아올린 또띠아에 치즈를 듬뿍올리고%덮어줍니다 그리고 이대로 전자렌지에서 2분 돌려주면%끝%치즈가 녹아있죠%먹기좋게 잘라주고%하나씩%집어들어%먹으면 기가 막히는 맛입니다♥
밥도둑 반찬 고추장 달걀조림 만들기!TV 알토란 레시피,3인분,20분 이내,아무나,6915088,메인반찬,조림,영양식,달걀%달걀/유제품%10개&양파%채소류%1개&청양고추%기타%3개&쪽파 또는 대파%채소류%약간&멸치육수%기타%1.5컵&고추장%기타%2T&고춧가루%기타%3T&진간장%기타%4T&설탕%기타%2T&물엿%기타%3T&참기름%기타%2T&깨%기타%1T&후추%기타%1ts&,먼저 물에 소금1T 식초1T를 섞어 달걀을 7-8분 반숙으로 삶아 줍니다.%달걀이 삶아지는 동안 양파는 굵게 채 썰고 청양고추도 큼직큼직 썰어주셔요%달걀이 삶아지면 얼음물에 바로 행궈 껍질을 깔끔히 잘 벗겨 줍니다.%참기름과 깨를 제외한 모든 양념을 한곳에 미리 섞어주셔요.%<p class=step_add add_tip2>평소 단 것 싫으시면 설탕 물엿은 조금 줄이셔도 됩니다</p>%냄비에 멸치육수를 넣고 양념을 잘 풀어 주신뒤 끓여줍니다.%양념이 끓기 시작하면 양파와 청양고추를 넣고 끓여줍니다.%양념이 반정도 졸아들었다 싶을때 반숙달걀을 투하 해줍니다.이대로 약 2분정도 더 끓여주시면서 달걀에 색이 입혀지게 국물을 끼얹어 주세요%마지막으로 참기름 2T와 깨1T를 넣고 잘섞어주시고 쪽파를 고명으로 올려주시면 끝!%밥도둑 반찬 알토란 임성근님의 고추장 달걀조림 완성입니다^^%한번 먹어보니 촉촉한 반숙달걀에 매콤달콤 양념이 어우려져 넘 맛있네요.꼭 떡볶이 양념같은게 은근 중독성 있고 정말 짱짱짱!뜨끈한 밥에 비벼 먹으면 밥 한공기 뚝딱 하게 됩니다^^
두부강정 맵지않은 소스로 아이들 입맛까지 확 ~,2인분,30분 이내,아무나,6892138,밑반찬,부침,일상,두부%콩/견과류%1모&부침가루%기타%약간&식용유%기타%약간&케첩%기타%3큰술&올리고당%기타%2큰술&설탕%기타%1큰술&간장%기타%2큰술&다진마늘%기타%1큰술&,재료도 간단하고 만드는법도 간단한 아이들 입맛사로잡는 두부요리 ! 두부강정 만드는법 알려드릴께요 :)%두부는 부침가루에 골고루 묻혀줄껀데요 그 전에 두부에 있는 물기를 어느정도 제거해줘야 해요 키친타월이나 주방용 면보를 사용하셔서 두부에 묻어있는 물기를 제거해주세요%물기를 어느정도 제거해준뒤에는 먹기 좋은 크기로 잘라주세요 너무 작게 잘라서도 해봤는데 튀겨줄때 조금 귀찮더라고요 ㅎㅎ 그래서 저는 깍두기보다 조금 더 큰 크기로 잘라줬어요%그 다음은 두부에 부침가루를 골고루 묻혀줄 차례인데요 손으로 하나하나 묻혀주는것도 좋지만 제일 간단한 방법으로는 요렇게 위생봉투를 사용하는 것이지요 ! 위생봉투안에 부침가루를 적당량 넣어주고 썰어둔 두부를 몽땅 넣어 흔들흔들 흔들어주세요 ~ 그럼 손에 묻히지 않고도 두부에 부침가루를 골고루 입힐수 있어요%부침가루 곱게 입은 두부들을 이제 튀겨줄꺼예요 프라이팬에 식용유를 적당히 둘러주세요 튀길때는 기름이 조금 많이 들어가니 넉넉하게 둘러주시면 좋겠지요 그리고 중간불 정도의 세기에 맞춰두고 두부를 올려주세요 부침가루가 너무 많이 묻어있는 두부는 한번씩 탈탈 털어서 올려주세요 ~%두부가 노릇하게 익는동안 약간의 시간이 걸리는데요 이때 두.부.강.정 소스를 만들어 주면되요 케첩 3큰술 간장 2큰술 설탕 1큰술 다진마늘 1큰술 올리고당 2큰술 분량대로 넣어서 골고루 섞어서 준비해주세요 조금 매콤한걸 원하시면 고추장을 1큰술 정도 넣어주셔도 좋을듯해요%두부는 요리조리 돌려줘가며 골고루 노릇노릇하게 익혀주세요 ~%하게 익혀준 두부들은 키친타월에 올려 기름기를 살짝 제거해주시고요%아까 만들어뒀던 분량의 소스를 한번 끓여줄꺼예요 너무 팍 끓이면 안되고 은근한불에 살짝만 데운다는 느낌으로 끓여주세요%소스가 파르르 끓어오르기 시작하면 불을 꺼주시고요 잘 튀겨준 두부들을 넣어서 골고루 섞어주세요%골고루 섞어주기만 하면 맛있는 두부강정 완성이예요 ! 평소 저희 아이들은 두부를 그리 좋아하진 않아요 근데 요거 해주면 잘 안먹던 두부도 너무 잘먹는답니다 새콤달콤한 소스가 아이들 입맛 사로잡는데 한몫더했겠죠 ㅎ
봄동 된장무침,6인분 이상,15분 이내,아무나,6866122,밑반찬,무침,일상,데쳐서 물기짠 봄동%채소류%600그람&다진 파%기타%2큰술&다진마늘%기타%1큰술&된장%기타%2큰술&고추장%기타%1큰술&매실액%기타%2큰술&참기름%기타%1큰술&통깨%기타%1큰술&소금%기타%약간&,봄동은 잎이 연한것으로 고른다.%잎을 떼어 끓는 물에 소금을 넣고 데친다.%찬물에 여러번 헹구어 씻어 물기를 꼭 짠다.%파와 마늘은 다진다.%봄동은 먹기좋은 크기로 자른다.%위의 양념으로 조물조물 무친다.%접시에 담는다.
꿀마늘 닭강정(아이들 단골메뉴 찜♡♡),4인분,30분 이내,초급,6897374,메인반찬,조림,영양식,닭봉%닭고기%1팩(500그램)&파프리카%채소류%조금&간장%기타%2숟가락&설탕%기타%2숟가락&꿀%기타%3숟가락&마늘%채소류%15개&후추가루%기타%조금&,닭봉에 소금 1작은술 넣어 조물조물한 후에 20분정도 둬요%끓는물에 데쳐요%팬에 간장 설탕 마늘넣고 내용물 반정도 잠기게 물을 넣어요%뚜껑닫고 국물 반정도 될때까지 중불정도에서 끓여요%뚜껑연채로 꿀3숟가락.후추가루넣어요%국물이 없어지고 갈색될때까지 졸여요%파프리카넣어서 버물버물 마무리해요~ 저는 기본적으로 통깨 팍팍을 더 좋아해요~
애호박 덮밥 혼밥으로 딱 좋아~,2인분,15분 이내,아무나,6881286,밥/죽/떡,볶음,일상,애호박%채소류%1개&양파%채소류%1/2개&굴소스%기타%1큰술&고춧가루%기타%1큰술&다진마늘%기타%1t&참기름%기타%&식용유%기타%&달걀%달걀/유제품%&,덮밥으로 애호박을 볶을 때는 조금 큼직하게 채를 썰어 준다 식감도 더 좋고 흐물거리지 않아 좋다%큼직하게 채 썰은 호박과 양파를 준비%팬에 참기름 1 큰 술과 식용유를 살짝 넣어 야채 볶기%애호박과 양파를 볶아 준다%애호박이 반쯤 익었을 때쯤에 준비한 양념을 넣어 야채와 골고루 섞어 준다%굴소스 고춧가루 다진마늘을 섞어 양념을 만든 뒤 넣어 준다%애호박에 간이 잘 베이고 익히려고 뚜껑을 닫고 약한 불에 조리했다 뚜껑을 닫지 않아도 되지만 그럼 수분이 빠져나가서 자꾸 뒤적거리게 되고 그럼 호박이 으깨지기도 하니까~%마지막에 대파를 넣고 참기름도 넣어 한 번 더 휘리릭 볶아서 수분을 날리면 끝 사실 너무 간단한 음식이라는 거^^%달걀 프라이와 같이 올려내니 먹음직스럽다 애호박 한 개와 양파만 있으면 10분 안에 만들어지는 간단 메뉴 달걀 프라이까지 올려내니 정말 성의 있어 보이는 한 끼가 되었다
매콤버섯덮밥~한그릇,1인분,30분 이내,아무나,6869489,밥/죽/떡,볶음,일상,느타리버섯%버섯류%80그램&양파%채소류%60그램&대파%채소류%1대&밥%쌀%1공기&참깨%기타%약간&간장%기타%1+1/2숟가락&물%기타%3숟가락&고추가루%기타%2숟가락&참기름%기타%1/2숟가락&설탕%기타%2/3숟가락&,느타리버섯은 길게 찢어주시고 양파는 채썰어주세요 느타리버섯대신 새송이버섯이나 다른버섯을 사용하셔도 좋아요%양념장재료를 섞어 양념장을 만들어주세요%달군팬에 대파를 넣어주세요%양파를 넣고 센불로 20초정도 볶아주세요%버섯을 넣어 1분간 더 볶아주시다가 중간불로 줄여 양념장을 넣어 볶아주세요 더 맵게 드시고 싶은 분들은 여기에 청양고추를 더 넣어주시며 되세요%양념장재료가 스며들도록 30초정도 볶아주신후에 그릇에 밥을 담고 밥위에 올려주신후에 참깨를 솔솔 뿌려 주세요
봄동된장무침,4인분,30분 이내,아무나,6928051,밑반찬,무침,일상,봄동%채소류%300g&대파%채소류%적당량&된장%기타%1큰술&고추장%기타%1/2큰술&들기름%기타%2큰술&다진마늘%기타%1/2큰술&통깨%기타%&,굵은소금 반큰술넣고 살짝 데쳐준다%찬물에 충분히 헹궈 물기를 꼭 짜준다%먹기좋게 썰어 볼에 담고%대파 다져넣고 분량의 양념을 모두 넣은 뒤%조물 조물 무쳐 그릇에 담아낸다
달콤 짭조름♡ 떡 베이컨 간장조림♡,3인분,5분 이내,아무나,6843136,밑반찬,조림,초스피드,베이컨%가공식품류%&대파%채소류%&떡%쌀%&간장%기타%&참기름%기타%&물엿%기타%&기름%기타%&,대파에 떡국떡 (가래떡 떡볶이떡) 베이컨%기름두르고 볶듯구워요.(튀기듯하면 더 맛있습니다)%간장.물엿.참기름을 넣어 볶아요. 간장 한스푼 물엿 넉넉히 참기름한스푼(이런 느낌 비율로. )%볶아주며 졸입니다.%국물없게끔 졸여야 맛있어용: )%깨도 뿌리고 한번 볶아준 후 끝.%완성^^
매운 팽이버섯 조림 간단 반찬/술안주/맥주안주/소주안주 굿굿!!,1인분,5분 이내,아무나,6927971,메인반찬,조림,술안주,팽이버섯%버섯류%1봉지&고추장%기타%1스푼&진간장%기타%1스푼&설탕%기타%1스푼반&다진마늘%기타%1스푼&물%기타%2스푼&,팽이버섯 밑둥을 자르고 한입 크기 덩어리로 분리해줍니다%팬에 기름을 두르고 팽이버섯을 앞뒤로 30초씩 구워 줍니다%<p class=step_add add_fire>강불</p>%분량의 소스를 팽이버섯 위에 부어 줍니다%앞뒤로 30초씩 조려 주면 완성!
부타동 : 일본식 돼지고기 덮밥 간단한 점심 메뉴로 굿!,1인분,30분 이내,초급,6902207,밥/죽/떡,볶음,일상,대패삼겹살%돼지고기%200g&양파%채소류%1/2개&달걀 노른자%달걀/유제품%1개&설탕%기타%1큰술&간장%기타%1.5큰술&맛술%기타%1큰술&설탕%기타%1큰술&다진마늘%기타%1작은술&,먼저 양파는 1/2개만 썰어주세요. 부타동은 별다른 야채들이 필요없어요. 간단하게 양파만 가지고 만들 수 있어서 자취생들도간단하게 만들수 있습니다.%그 다음 양념장을 만들어줍니다. 간장 1.5큰술 맛술 1큰술 설탕 1큰술 다진마늘 1작은술을 넣고 잘 섞어주세요. 원래 다진마늘 대신 생강을 넣어주는데요. 생강이 없어서 저는 다진마늘로 대체 했습니다.%그 다음 후라이팬에 대패삼겹살 200g을 넣고 설탕 1큰술 넣고 볶아줍니다.%<p class=step_add add_tip2> 고기를 볶을때 설탕을 넣으시면 <br> 소스도 더 잘베이구요. 고기의 감칠맛을 살려줍니다.</p>%설탕이 다 녹으면 양파를 넣어주시구요. 그리고 소스도 같이 넣어줍니다.%저는 소스가 있는거 보다는 바싹 굽는게 좋더라구요. 소스가 자작하게 남아있는게 좋으신 분들은 취향에 따라 맛있게 구워주시구요.%고기가 다 익으면 밥위에 먹음직 스럽게 고기를 올려주세요.%그리고 마지막으로 가운데에 달걀 노른자 1개를 올려줍니다. 달걀의 비린맛 때문에 날달걀을 못드시는 분이라면후라이 1개 해서 올려주시구요.%마지막으로 파슬리 가루 뿌려주시면 맛있는 부타동 완성입니다. 생각보다 만들기 너무 간단하구요. 확실히 일본식이라 그런지 많이 자극적이지 않구요. 고기의 달콤 짭짤함과 노른자의 담백함이 어울려져서 맛있는 한끼로 손색없었습니다.
